name,registry_id,hq,extra
AUTO CREDIT CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
AVATAR LENDING INVESTORS INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
BAGCO LOAN CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
"BOSTON EQUITY RESOURCES, INC.",,Philippines,List of Revoked Certificates of Registration (Primary License)
CEBU CREDIT HOUSE INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
CEBU CREDITLINE CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
CEBU LENDING SPECIALISTS INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
CITY LINK LENDING CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
"CITY LOANS LENDING INVESTORS, INC.",,Philippines,List of Revoked Certificates of Registration (Primary License)
COCO CITY LENDING INVESTOR INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
"COMPREHENSIVE LENDING INVESTORS, INC.",,Philippines,List of Revoked Certificates of Registration (Primary License)
CONCORP PHILS. INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
CONTAL LENDING RESOURCES INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
COUNTRYSIDE LENDING SYSTEMS INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
CREDIT POST INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
D.F.C. LENDING CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
DAI ICHI CREDIT CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
DAVAO BETTER HOMES LENDING INVESTORS INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
EGIS LENDING CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
ELGO LENDING & INVESTMENT CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
"EXPRESS LENDING INVESTORS, INC.",,Philippines,List of Revoked Certificates of Registration (Primary License)
EXPRESSWAY CREDIT CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
F.M.G. SVCS. INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
F.S.B. LENDING CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
FIDELEDAD INVESTOR AND LENDING CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
FIRST ASIA FUNDERS & MANAGERS INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
FIRST BINAN LENDING CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
FIRST DAIWA CAPITAL CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
GAMMA LENDING & CREDIT INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
GEM LENDING INVESTORS INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
GLASER LOANS & CREDIT CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
"GOLDEN LOANS SERVICES, INC.",,Philippines,List of Revoked Certificates of Registration (Primary License)
GPS (ILOILO) LENDING CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
GREAT 8 LENDING INVESTORS CORPORATION,,Philippines,List of Revoked Certificates of Registration (Primary License)
IBAAN LENDING INVESTORS INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
INTERCITY LENDING INVESTOR CO. INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
"JP LENDING INVESTORS, INC.",,Philippines,List of Revoked Certificates of Registration (Primary License)
KALAYAAN LENDING CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
KUMINTANG LOANS & CREDIT CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
L.C.L. CAPITAL INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
LAGUNA CENTRAL CREDIT CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
LLTJ FINANCING AND DEVELOPMENT CORPORATION,,Philippines,List of Revoked Certificates of Registration (Primary License)
"LUCKY PENNY FUND & RESOURCES, INC.",,Philippines,List of Revoked Certificates of Registration (Primary License)
MAAMO LENDING CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
MAASIN TRADERS LENDING CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
"MABUHAY LENDERS, INC.",,Philippines,List of Revoked Certificates of Registration (Primary License)
MADI-AS (ILOILO) LENDING CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
MAGNA LOAN CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
MANILA LENDING INVESTOR INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
MARFIVE LENDING INVESTOR CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
MEGA LOANS & CREDIT CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
MULTINATIONAL TELECOM INVESTORS CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
NORTH POINT INTL. VENTURES CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
NVC LENDING CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
OCTO LENDING CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
OTON CREDIT CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
PALAWAN CREDIT & LENDING INVESTORS CO. INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
PARAGON LENDING INVESTOR CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
POPULUS LENDING CORPORATION,,Philippines,List of Revoked Certificates of Registration (Primary License)
POWER LENDING & CREDIT CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
PRODUCERS CREDIT CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
PROGRESSIVE LENDING CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
QUAD LENDING INVESTOR CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
REFUND INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
RELIABLE LENDING INVESTOR INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
RODEN LENDING INVESTOR CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
"ROYAL LEND & EARN LENDING INVESTOR & MGT., INC.",,Philippines,List of Revoked Certificates of Registration (Primary License)
SAFEWAY LENDING INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
SANGLAAN LOAN CO. INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
SMHN. NG BUONG LAHING PILIPINO (SBLP) INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
ST. PAUL LENDING HOUSE CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
STO LENDING INVESTOR CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
SUGBU FIRST CREDIT CORPORATION,,Philippines,List of Revoked Certificates of Registration (Primary License)
TAGUMPAY LENDING INVESTOR CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
TAHOE LENDING CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
TOP LENDING INVESTOR CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
ULTRA LENDING INVESTOR INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
UNITED SUPERVISORS LENDING CO. INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
UNIVERSAL LENDING INVESTOR CORP. OF CAGAYAN DE ORO,,Philippines,List of Revoked Certificates of Registration (Primary License)
VILLANCOR CREDIT & LENDING CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
VINCE LENDING INVESTORS CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
1530 LENDING HOUSE INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
AB LENDING INVESTORS INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
AEI LENDING CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
"AEV VILLAMOR CREDIT, INC.",,Philippines,List of Revoked Certificates of Registration (Primary License)
ANNJONARD LENDING CORPORATION,,Philippines,List of Revoked Certificates of Registration (Primary License)
ASCA LENDING INVESTORS INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
BAYBAY LENDING INVESTORS CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
BLUE CHIPS LENDING CO. INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
CANDIJAY FINANCIAL ASSISTANCE CENTER INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
CEBU CREDIT ASIA LENDING CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
CEBU INTERASIA LENDERS INVESTORS CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
CEBU JAMT LENDING CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
CHIP LENDING INVESTOR INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
CITIWEALTH CREDIT CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
CLEMENT TRADING INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
DSL CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
F&M LENDING INVESTORS INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
FARMERS EMPLOYEES LENDING CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
"FIRST ATLANTA LENDING INVESTORS, INC.",,Philippines,List of Revoked Certificates of Registration (Primary License)
FIRST CHOICE LENDING INVESTORS INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
GLOBAL CREDIT CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
GLOBAL FUND LENDING INVESTORS INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
J. DEL PRADO LENDING INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
LAKERS LENDING INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
"LEYTENAN LENDING CO., INC.",,Philippines,List of Revoked Certificates of Registration (Primary License)
LVM LENDING INVESTORS INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
MABUHAY LENDING INVESTOR INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
MACTAN OCEAN VIEW PROPERTIES & HOLDINGS INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
MANDAUE DYNO LENDERS CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
MANT MULTI-LENDING CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
MASCONS LENDING CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
MEC LENDING CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
MENCA LENDING INVESTORS INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
METRO CEBU LENDING INVESTORS INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
MOGUL LENDING CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
REGENCY LENDING CO. INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
RIG J LENDING INVESTOR INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
ROYAL REVERIE INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
SEA FIRST CREDIT CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
SEMINOLE LENDING INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
"STRATA LENDING INVESTOR, INC.",,Philippines,List of Revoked Certificates of Registration (Primary License)
SUGBUANON LENDING & CREDIT CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
TRISHKARL LENDING INVESTOR CORPORATION,,Philippines,List of Revoked Certificates of Registration (Primary License)
"UNITED ASIAN LOANS SERVICES, INCORPORATED",,Philippines,List of Revoked Certificates of Registration (Primary License)
4 RS LENDING CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
"ABOT-KAYA LENDING INVESTOR, INC.",,Philippines,List of Revoked Certificates of Registration (Primary License)
ACCESS CREDIT SERVICE CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
"ACCESS LENDING INVESTOR, INC.",,Philippines,List of Revoked Certificates of Registration (Primary License)
AGFA LENDING CENTER INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
ALLIANZ CAPITAL CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
"ANKA CREDIT RESOURCES, INC.",,Philippines,List of Revoked Certificates of Registration (Primary License)
APPRAZE CREDIT CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
BALANCED FLOW LENDING CO. INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
BEMBOY LENDING CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
BSMC LENDING INVESTORS CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
CAPITALANDS INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
CASH AND RESOURCES ENTS. INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
CENTURY LENDING INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
CHMI LENDING INVESTORS INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
CN TRADERS LENDING INVESTOR CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
"CREDEX, INC.",,Philippines,List of Revoked Certificates of Registration (Primary License)
CREDIT EXPONENTS INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
CREST CREDIT CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
D.M. LENDING INVESTOR CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
FAMILY COUNTRY LOANS CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
"FAMILY EXPRESS LENDING, INC.",,Philippines,List of Revoked Certificates of Registration (Primary License)
FINANCIAL FACTORS LENDING INVESTORS INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
FIRST ACTIVE CAPITAL CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
"FIRST ASIA RESOURCES & MANAGERS, INC.",,Philippines,List of Revoked Certificates of Registration (Primary License)
FIRST BULACAN LENDING CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
FIRST CONSUMER LENDING RESOURCES CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
FIRST LUCENA DEVELOPERS CREDIT CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
FORTUNE LENDERS INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
"GLM LENDING INVESTORS, INC.",,Philippines,List of Revoked Certificates of Registration (Primary License)
"GOLDTECH PAWNBROKERS, INC.",,Philippines,List of Revoked Certificates of Registration (Primary License)
GOODWILL HAPPY LENDERS CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
GRAND LENDING INVESTOR INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
GUADALUPE LENDING INVESTORS INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
I.M.S. LENDING INVESTOR CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
J.N.R. LENDING INVESTORS INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
JOE MER LENDING INVESTOR INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
KABAYAN LOANS CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
KAUSWAGAN LENDING INVESTORS INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
"KL CREDIT, INC.",,Philippines,List of Revoked Certificates of Registration (Primary License)
LA NAVAL LENDING INVESTORS INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
LION LENDING INVESTOR CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
LIPA UNI-PRIME LENDING INVESTOR CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
LOANASIA INVESTORS CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
LUCENA CREDIT FUNDERS INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
M.J. LENDING INVESTOR INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
MAGNETIC LENDING CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
MAHARLIKA CREDIT & LOANS CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
"MANALASTAS LENDING INVESTOR, INC.",,Philippines,List of Revoked Certificates of Registration (Primary License)
"MCL LENDING INVESTOR, INC.",,Philippines,List of Revoked Certificates of Registration (Primary License)
"MELCAR LENDING INVESTOR, INC.",,Philippines,List of Revoked Certificates of Registration (Primary License)
MENDEZ CREDIT CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
"MONIMART LENDING INVESTORS, INC.",,Philippines,List of Revoked Certificates of Registration (Primary License)
"MS LENDING INVESTOR, INC.",,Philippines,List of Revoked Certificates of Registration (Primary License)
NEWTOWN LOANS & CREDIT CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
P.R. FUNDS LENDING CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
"PASAY LENDING INVESTORS, INC.",,Philippines,List of Revoked Certificates of Registration (Primary License)
PILIPINAS LOAN CO. INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
PLA CREDIT & DEV. CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
PLAZA LENDING INVESTOR INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
PREMIERE CREDIT INVESTORS CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
"ROCKWELL LENDING INVESTOR, INC.",,Philippines,List of Revoked Certificates of Registration (Primary License)
SAN JOSE LENDING INVESTOR (LENDVEST) INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
"SEVEN LAKES PROGRESSIVE LENDING INVESTORS, INC.",,Philippines,List of Revoked Certificates of Registration (Primary License)
SILANGAN LENDING CORP. OF STA. MARIA BULACAN,,Philippines,List of Revoked Certificates of Registration (Primary License)
SOLIDLINK CREDIT & LOAN CO. INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
SOUTH CREDIT CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
"SPHERE LENDING, INC.",,Philippines,List of Revoked Certificates of Registration (Primary License)
STA. CRUZ LENDING INVESTOR CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
STA. ROSA LENDING INVESTOR INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
STARLIGHT LENDING INVESTOR INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
STRONBACK INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
T.D. LENDING INVESTOR INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
TEACHERS ASSISTANCE PROGRAMMERS INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
TRI CORNER CREDIT CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
UNIHOUSE CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
UNITED M CREDIT & LENDING CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
V.R. GONZALES CREDIT ENTS. INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
YOURS LENDING INVESTOR CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
"ANGELES LENDING INVSTOR, INC.",,Philippines,List of Revoked Certificates of Registration (Primary License)
"ASIAN GRACE LENDING PHILS , INC.",,Philippines,List of Revoked Certificates of Registration (Primary License)
CHAMPION LENDING CORPORATION,,Philippines,List of Revoked Certificates of Registration (Primary License)
CHARM LENDING INVESTOR CORPORATION,,Philippines,List of Revoked Certificates of Registration (Primary License)
CHARTON LENDING CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
CLIA LENDING INVESTOR INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
DELSI LENDING CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
"DEVCON RESOURCES LENDING INVESTORS, INC.",,Philippines,List of Revoked Certificates of Registration (Primary License)
DREAM LENDING INVESTOR CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
EMINENCE LENDING INVESTOR INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
ETC LENDING INVESTOR INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
EVERBEST LENDING INVESTOR,,Philippines,List of Revoked Certificates of Registration (Primary License)
"EXPRESSADVANCE, INC.",,Philippines,List of Revoked Certificates of Registration (Primary License)
F.R.D. LENDING CO.,,Philippines,List of Revoked Certificates of Registration (Primary License)
GOLDEN COIN COLLECTION LENDING CORPORATION,,Philippines,List of Revoked Certificates of Registration (Primary License)
GREEN HOPE CREDIT CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
GRV2 LENDING CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
KABALIKAT SA HANAPBUHAY LENDING CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
KAPALARAN LOANS & CREDIT CORP,,Philippines,List of Revoked Certificates of Registration (Primary License)
KIANGAN CREDIT RESOURCES & TRADING CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
LENDING MARKETS OF CEBU CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
"LENDIX HAUS, INC.",,Philippines,List of Revoked Certificates of Registration (Primary License)
LIGAYA PROPERTIES INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
"LKT LENDING CO, INC.",,Philippines,List of Revoked Certificates of Registration (Primary License)
LVK & VLK LENDING CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
MANILA TEACHERS CREDIT CORPORATION,,Philippines,List of Revoked Certificates of Registration (Primary License)
METRO ASIA PACIFIC CREDIT CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
METRO SUNRISE LENDING CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
"MIDTOWN LENDING INVESTORS, INC.",,Philippines,List of Revoked Certificates of Registration (Primary License)
MODEST LOAN & CREDIT CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
MONEY TREE LOAN CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
MORNING STAR FINANCIAL RESOURCES CORPORATION,,Philippines,List of Revoked Certificates of Registration (Primary License)
MULTIPILIER LENDING CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
NATIVITY LENDING RESOURCES INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
NEW CITY LENDING CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
"PEERE CREDIT, INC.",,Philippines,List of Revoked Certificates of Registration (Primary License)
PESO & CENTS CREDIT RESOURCES,,Philippines,List of Revoked Certificates of Registration (Primary License)
PRISUNIC LENDING CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
PROSPERITY LINK INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
PS LENDING INVESTOR INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
RSN PUNJAB TRADING & LENDING CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
SAN CARLOS LENDING CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
"ST. BENEDICT LENDING INVESTOR CO., INC.",,Philippines,List of Revoked Certificates of Registration (Primary License)
TERESA LENDING CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
THE QUANTUM LINK LENDING CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
TRISWELD CREDIT CORPORATION,,Philippines,List of Revoked Certificates of Registration (Primary License)
UNI-MOTORS LENDING CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
“PAUTANG BAYAN” LENDING INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
3CF LENDING CORPORATION,,Philippines,List of Revoked Certificates of Registration (Primary License)
888 LOANS CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
ADDMORE CREDIT RESOURCES INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
AKA-SH LENDING INVESTORS INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
ALFONSO LENDING INVESTOR CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
ALIC LENDING INVESTORS CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
ALLSTATE LOANS CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
ALPS CREDIT CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
ANCHOR 8 LENDING SYSTEMS CORPORATION,,Philippines,List of Revoked Certificates of Registration (Primary License)
ANJ LOANS INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
B.M.P. LENDING INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
BALIUAG LENDING CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
BATHURST CAPITAL INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
BLOU PLATINUM CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
BRAVO CREDIT A LENDING INVESTORS CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
CAMBRIDGE CREDIT CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
"CAS LENDING, INC.",,Philippines,List of Revoked Certificates of Registration (Primary License)
CASH & CREDIT SPECIALIST LENDING INVESTOR INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
CASH AGAD LENDING INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
D.G.E.N. LENDING CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
DHANDWAL LENDING & TRADING CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
DRCUBE LENDING CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
DRJJJ LENDING CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
ERLEE CREDIT CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
FIRST BINONDO CREDIT (BFCC) CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
FIRST KABUHAYAN LENDING CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
FORTUNATE STAR LENDING CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
GOOD SAMARITAN LENDING INVESTOR CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
GOODWAY LENDING CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
GRANTS CREDIT RESOURCES INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
GURMINDER-HARMINDER LENDING & TRADING CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
HARRODS CREDIT CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
HEDWIG LENDING CORPORATION,,Philippines,List of Revoked Certificates of Registration (Primary License)
INTERLEND CREDIT CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
LAKHBIR LENDING & TRADING CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
LE MAISON LENDING INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
LIST LENDING INVESTOR INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
LUCKY 8 CREDIT & LENDING CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
MILESTONE LENDING CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
MONARCH LOAN & CREDIT CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
NOVO ECIJANO CREDIT CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
ONGKIE MULTI VENTURES LENDING INVESTORS INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
PALMERA LENDING INVESTOR CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
PAUL & PATRICK LENDING INVESTORS INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
PLANTERS LENDING CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
PRIMERICA CREDIT CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
READY RESOURCES INVESTORS LENDING CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
RED CARPET LENDING & CREDIT CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
RSB LENDING INVESTORS INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
SAN MIGUEL CREDIT CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
