name,registry_id,hq,extra
SARDONYX LENDING INVESTORS INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
"SEAGAL LENDING INVESTOR, INC.",,Philippines,List of Revoked Certificates of Registration (Primary License)
SINAG ARAW CREDIT CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
SOUTH PEARL LENDING & CREDIT CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
SVA LOANS & CREDIT CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
SWISS CREDIT CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
TAGAPAGLINGKOD CREDIT CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
THAKURI LENDING CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
THE UPHOLDER LENDING (PARANAQUE) CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
TRENDLINES CREDIT CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
TRIUMPH LOANS & CREDIT CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
TRUE WORTH LENDING CORP.,,Philippines,List of Revoked Certificates of Registration (Primary License)
WINTHEX CREDIT INC.,,Philippines,List of Revoked Certificates of Registration (Primary License)
2716 LENDING COMPANY,,Philippines,List of Revoked Lending Companies (Partnership)
3 KARATS LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
3K LENDING CENTER CO.,,Philippines,List of Revoked Lending Companies (Partnership)
4-LEAF CLOVER LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
5972 LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
5H FLEX LENDING SVCS. CO.,,Philippines,List of Revoked Lending Companies (Partnership)
7G LENDING SERVICES CO.,,Philippines,List of Revoked Lending Companies (Partnership)
A&C HERITAGE CO.,,Philippines,List of Revoked Lending Companies (Partnership)
A&G LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
A.K. 47 LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
A.S.M. LENDING & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
ABRAM FAITH HOPE LENDING INVESTORS CO.,,Philippines,List of Revoked Lending Companies (Partnership)
ABS STAR LENDING INVESTORS CO.,,Philippines,List of Revoked Lending Companies (Partnership)
ACENIR LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
ADVAN LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
AGCRI LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
AGGARWAL LENDING & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
AICOR RICH LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
AJ-A CONSUMER LENDING COMPANY,,Philippines,List of Revoked Lending Companies (Partnership)
AJAY LENDING & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
AJS INTL. LENDING LTD. CO.,,Philippines,List of Revoked Lending Companies (Partnership)
AKAL C.I.P. LENDING INVESTOR & TRADING CO. LTD.,,Philippines,List of Revoked Lending Companies (Partnership)
ALADDIN LENDING & SVCS. CO.,,Philippines,List of Revoked Lending Companies (Partnership)
ALDON LENDING & LOAN CO.,,Philippines,List of Revoked Lending Companies (Partnership)
ALGI LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
ALL SEASONS CREDIT COMPANY,,Philippines,List of Revoked Lending Companies (Partnership)
ALM LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
ALTITUDE LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
AL-WEN CREDIT CO.,,Philippines,List of Revoked Lending Companies (Partnership)
ALZAS LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
AM 75 LENDING INVESTORS CO.,,Philippines,List of Revoked Lending Companies (Partnership)
AM PARTNER LENDING & CREDIT CO.,,Philippines,List of Revoked Lending Companies (Partnership)
AMAC LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
AMERIGO CREDIT CO.,,Philippines,List of Revoked Lending Companies (Partnership)
AMIT SOGI LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
AMRIT VEER LENDING & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
ANAND CREDIT RESOURCES CO.,,Philippines,List of Revoked Lending Companies (Partnership)
ANAND ISHER LENDING & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
ANCO LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
ANISH LENDING & TRADING CO. LTD.,,Philippines,List of Revoked Lending Companies (Partnership)
AR-LOU LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
ARRIETA & CO. LTD.,,Philippines,List of Revoked Lending Companies (Partnership)
AS DUBB LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
ASHRAM TRADING & CREDIT RESOURCES CO. LTD.,,Philippines,List of Revoked Lending Companies (Partnership)
ASHUTOSH AMOL LENDING & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
ASSETS FORMING LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
AUJLA LENDING & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
AUROFELS LENDING SVCS. CO.,,Philippines,List of Revoked Lending Companies (Partnership)
AURORA FIRST LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
ÂUSPICIOUS LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
AV MARQUEZ LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
AVICO LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
AZEC LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
B S E LENDING COMPANY,,Philippines,List of Revoked Lending Companies (Partnership)
B&L LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
BABA BAJEE SHAIB LENDING & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
BABA BALAK LENDING & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
BABA SHAHEED LENDING & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
BABAJAWAHAR DASS LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
BAGA DURANA LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
BAGGA SINGH LENDING INVESTOR LTD. CO.,,Philippines,List of Revoked Lending Companies (Partnership)
BAINS FRIENDS LENDING INVESTOR & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
BAL LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
BALBON LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
BALWINDRA SINGH LENDING CO. LTD.,,Philippines,List of Revoked Lending Companies (Partnership)
BAM LENDING & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
BANABA EAST LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
BANGUI VALLEY LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
BANKERO LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
BANSAL LENDING & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
BANTI SUKHI LENDING & TRADING CO. LTD.,,Philippines,List of Revoked Lending Companies (Partnership)
BATANGAS ERA LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
BATANGAS LENDERS INTL. CO. LTD.,,Philippines,List of Revoked Lending Companies (Partnership)
BATANGAS MONEYSHOP LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
BATHAN & CABARRUBIA LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
BATMARK LENDING HOUSE CO.,,Philippines,List of Revoked Lending Companies (Partnership)
BAYVIEW LENDING INVESTORS CO.,,Philippines,List of Revoked Lending Companies (Partnership)
BCS LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
BEA LENDING & TRADING CO. LTD.,,Philippines,List of Revoked Lending Companies (Partnership)
BEAM LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
BELLIKEN LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
BENMARK LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
BEP LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
BEST LINE LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
BETHVES LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
BFHS LENDING INVESTORS CO.,,Philippines,List of Revoked Lending Companies (Partnership)
BHAGAT RAM LENDING & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
BHALLA KRISHAN LENDING INVESTOR LTD. CO.,,Philippines,List of Revoked Lending Companies (Partnership)
BHANGOO LENDING & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
BHARPUR LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
BHATIA LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
BHATOYA GEN. MDSE. & LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
BHAWANI LENDING & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
BHOSS LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
BHULLER & FRIENDS LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
BI LENDING & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
BIG DUCKS LENDING COMPANY,,Philippines,List of Revoked Lending Companies (Partnership)
BIHAR LENDING INVESTOR & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
BILGA LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
BIRING LENDING & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
BITU LENDING & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
BJ LENDING INVESTORS & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
BMS LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
BOLA LENDING & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
BONCHI LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
BONI LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
BONNE FORTUNE LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
BP LENDING INVESTORS CO.,,Philippines,List of Revoked Lending Companies (Partnership)
BRAR FOUR LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
BRAR LENDING INVESTOR & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
BRICKSTOWN LENDING INVESTOR LTD. CO.,,Philippines,List of Revoked Lending Companies (Partnership)
BRM LENDING LTD. CO.,,Philippines,List of Revoked Lending Companies (Partnership)
BROWNCON LENDING & TRADING CO. LTD.,,Philippines,List of Revoked Lending Companies (Partnership)
BUCKS LENDING & INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
BUENAS PARES LENDING INVESTOR OF LIPA CITY CO.,,Philippines,List of Revoked Lending Companies (Partnership)
BUNSO LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
BUYGON LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
BXU BUTUAN LENDING INVESTOR COMPANY,,Philippines,List of Revoked Lending Companies (Partnership)
BYMM LENDING INVESTOR COMPANY,,Philippines,List of Revoked Lending Companies (Partnership)
C. MONTES LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
C.E. LENDING INVESTORS CO. LTD.,,Philippines,List of Revoked Lending Companies (Partnership)
"CAA MANDUG LENDING CO., LTD.",,Philippines,List of Revoked Lending Companies (Partnership)
CABALHIN LENDING INVESTORS CO.,,Philippines,List of Revoked Lending Companies (Partnership)
CABANATUAN LENDING INSTITUTION CO.,,Philippines,List of Revoked Lending Companies (Partnership)
CADELINA-FELLIZAR LENDING INVESTORS CO.,,Philippines,List of Revoked Lending Companies (Partnership)
CALIFORNIA PACIFIC LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
CAMARINES LENDING & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
CAMEO LENDING INVESTORS CO.,,Philippines,List of Revoked Lending Companies (Partnership)
CARIZON & SINGH LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
CARMONA LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
CASANAS LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
CASANAYAN LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
CASHOUSE LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
CASTLE LENDING ENTERPRISES CO.,,Philippines,List of Revoked Lending Companies (Partnership)
CEAZAR PACIFIC MONEY LENDING CO. LTD.,,Philippines,List of Revoked Lending Companies (Partnership)
CEBU TEACHERS LENDING INVESTORS CO.,,Philippines,List of Revoked Lending Companies (Partnership)
CEDARAPH LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
CEFERINO’S CREDIT & LENDING (CCLC) COMPANY,,Philippines,List of Revoked Lending Companies (Partnership)
CELCRICHA NZ LENDING INVESTOR CO. LTD.,,Philippines,List of Revoked Lending Companies (Partnership)
CENTERLINE LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
CENTRUM CREDIT AND LENDING INVESTORS CO.,,Philippines,List of Revoked Lending Companies (Partnership)
CGH LENDING INVESTOR COMPANY,,Philippines,List of Revoked Lending Companies (Partnership)
CHAHAIL LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
CHAHAL LENDING INVESTOR & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
CHAMDAL LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
CHAND LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
CHANNU WALA LENDING & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
CHARLENE CREDIT RESOURCES CO.,,Philippines,List of Revoked Lending Companies (Partnership)
CHEEMA LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
CHI LENDING INVESTORS & CO.,,Philippines,List of Revoked Lending Companies (Partnership)
CHOONG TIGER FORCE LENDING INVESTOR & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
CITIZEN LENDING RESOURCES CO.,,Philippines,List of Revoked Lending Companies (Partnership)
CJ LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
COMPACT CREDIT CO.,,Philippines,List of Revoked Lending Companies (Partnership)
CORDILLERA LENDING & ALLIED SVCS. (CLAS) CO.,,Philippines,List of Revoked Lending Companies (Partnership)
COUNTRYWIDE LENDERS GROUP CO.,,Philippines,List of Revoked Lending Companies (Partnership)
CPC LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
CRISTAL LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
CRITERION LENDING INVESTORS CO.,,Philippines,List of Revoked Lending Companies (Partnership)
CSL LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
CYN & SONS LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
D&B LENDING LTD. CO.,,Philippines,List of Revoked Lending Companies (Partnership)
D&D LENDING INVESTORS CO.,,Philippines,List of Revoked Lending Companies (Partnership)
D.S.P. LENDING & ENT. CO.,,Philippines,List of Revoked Lending Companies (Partnership)
DAA LOANS & CREDIT HOUSE CO.,,Philippines,List of Revoked Lending Companies (Partnership)
DARK HORSE CO.,,Philippines,List of Revoked Lending Companies (Partnership)
DARSHAN LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
DASHMES LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
DASS & TALWAR LENDING & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
DAVIMART LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
DAWNERS CREDIT INTERNATIONAL (DCI) CO.,,Philippines,List of Revoked Lending Companies (Partnership)
DAYOT LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
DAYSTAR LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
DE GUZMAN – MENDOZA LUCKY LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
DE GUZMAN & GRANADOS LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
DELA CRUZ & DOLE LENDING INVESTOR & GEN. MDSE. CO.,,Philippines,List of Revoked Lending Companies (Partnership)
DEMS LENDING INVESTORS LTD. CO.,,Philippines,List of Revoked Lending Companies (Partnership)
DEOL-BAINS LENDING & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
DEPENDABLE LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
DEV LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
DG PENSION LENDING COMPANY,,Philippines,List of Revoked Lending Companies (Partnership)
DHADWAL LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
DHALIWAL & RAI LENDING & DRY GOODS WHOLESALER CO.,,Philippines,List of Revoked Lending Companies (Partnership)
DHALIWAL LENDING & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
DHAN DHAN SHRI GURU NANAK DEVI JI CREDIT RESOURCES CO.,,Philippines,List of Revoked Lending Companies (Partnership)
DHANESAR LENDING INVESTOR & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
DHATT-SANDHU LENDING & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
DHEVHI LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
DIAMOND ANGELES SAN LUIS LENDING SVCS. CO.,,Philippines,List of Revoked Lending Companies (Partnership)
DICK & TREVOR LENDING & ENTS. CO.,,Philippines,List of Revoked Lending Companies (Partnership)
DINAR LENDING INVESTOR & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
DINGLE (ILOILO) LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
DIPOLOG GEEM LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
DIPPA & GUIZARA LENDING & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
DNL LENDING COMPANY,,Philippines,List of Revoked Lending Companies (Partnership)
DOABA LENDING INVESTOR & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
DOBABA LENDING & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
DOL CREDIT SVCS. CO. LTD.,,Philippines,List of Revoked Lending Companies (Partnership)
DOLL LENDING & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
DOOL LENDING & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
DOUBLE D LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
DOUBLE NC LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
DOUGHS & QUIDS LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
DPM LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
DULAY LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
DURANS PARTNERSHIP CO.,,Philippines,List of Revoked Lending Companies (Partnership)
DYNAMIC ASSETS LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
DYQUIANGCO LENDING INVESTOR (DLI) CO.,,Philippines,List of Revoked Lending Companies (Partnership)
E&E LENDING INVESTORS CO.,,Philippines,List of Revoked Lending Companies (Partnership)
EAGLE_8_LENDING INVESTORS CO.,,Philippines,List of Revoked Lending Companies (Partnership)
EAI LENDING INVESTORS CO.,,Philippines,List of Revoked Lending Companies (Partnership)
EARLY LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
ECKARDIAS CHANG LENDING INVESTORS LTD. CO.,,Philippines,List of Revoked Lending Companies (Partnership)
EFTEVE LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
EGK METRO LENDING INVESTOR LTD. CO.,,Philippines,List of Revoked Lending Companies (Partnership)
EIB LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
ELR LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
EM-CON LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
EMILIO AND LIGAYA PAMISA’S FAMILY LENDIN S CO. (ELPELICO),,Philippines,List of Revoked Lending Companies (Partnership)
EMILIZ LENDING INVESTORS LTD. CO.,,Philippines,List of Revoked Lending Companies (Partnership)
ENIGMA LENDING & TRADING CO. LTD.,,Philippines,List of Revoked Lending Companies (Partnership)
ENZED LENDING PARTNERS CO.,,Philippines,List of Revoked Lending Companies (Partnership)
ERICOY LENDING INVESTORS CO.,,Philippines,List of Revoked Lending Companies (Partnership)
ERNESTOR LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
ERRO LENDING COMPANY,,Philippines,List of Revoked Lending Companies (Partnership)
ESGUERRAS LENDING INVESTORS CO.,,Philippines,List of Revoked Lending Companies (Partnership)
ESPY LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
F. JOHN MARTIN LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
F.R.D. LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
FAIR & SQUARE LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
FAMED R-NET CO.,,Philippines,List of Revoked Lending Companies (Partnership)
FAMOUS LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
FAP LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
FB LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
FIL LADIES LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
FIRST CABUYAO LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
FIRST ISABELA LENDING INVESTORS CO.,,Philippines,List of Revoked Lending Companies (Partnership)
FIRST LOS BANOS KABAYAN LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
FIRST MAHARLIKA LENDING INVESTOR CO. LTD.,,Philippines,List of Revoked Lending Companies (Partnership)
FIRST MUNTINLUPA LENDING INVESTORS CO.,,Philippines,List of Revoked Lending Companies (Partnership)
FIRST OASIS LOAN CO.,,Philippines,List of Revoked Lending Companies (Partnership)
FMBJ LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
FORT LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
FRANZILYN LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
FRIENDS FINEST LENDING CO. LTD.,,Philippines,List of Revoked Lending Companies (Partnership)
FRONTDOOR LENDING & TRADING CO. LTD.,,Philippines,List of Revoked Lending Companies (Partnership)
FUND AID LENDING INVESTORS CO.,,Philippines,List of Revoked Lending Companies (Partnership)
G&C LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
G&G LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
G.R.E. LENDING CO. LTD.,,Philippines,List of Revoked Lending Companies (Partnership)
GAGAN TRADING & LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
GALANG & BUNAG & ASSO. LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
GAMDEV LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
GANDHI LENDING INVESTOR LTD. CO.,,Philippines,List of Revoked Lending Companies (Partnership)
GANDRA LENDING & TRADING CO. LTD.,,Philippines,List of Revoked Lending Companies (Partnership)
GANESH LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
GANGOTRE BROS. LENDING INVESTOR & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
GARNES LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
GATCHBECK LENDING COMPANY,,Philippines,List of Revoked Lending Companies (Partnership)
GDS LENDING & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
GE LENDING INVESTORS CO.,,Philippines,List of Revoked Lending Companies (Partnership)
GEAVER LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
GEM LOANS & CREDIT CO.,,Philippines,List of Revoked Lending Companies (Partnership)
GEMANTI LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
GEMLINK LENDING VENTURES CO.,,Philippines,List of Revoked Lending Companies (Partnership)
GERRY B. LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
GESSNEC LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
GGH LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
GGL LENDING CO. LTD.,,Philippines,List of Revoked Lending Companies (Partnership)
GHUMAN LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
GIAN LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
GILL & FRIENDS LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
GILL & SIDHU EASY LOAN CO.,,Philippines,List of Revoked Lending Companies (Partnership)
GLR LENDING INVESTOR & TRADING CO. LTD.,,Philippines,List of Revoked Lending Companies (Partnership)
GMR LENDING & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
GOBIND LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
GOLDEN GATE EXPRESS LOANS CO. LTD.,,Philippines,List of Revoked Lending Companies (Partnership)
GOLDEN MINE CREDIT & LENDING CO. LTD.,,Philippines,List of Revoked Lending Companies (Partnership)
GOLDEN TEMPLE CREDIT & RESOURCES LTD. CO.,,Philippines,List of Revoked Lending Companies (Partnership)
GOLDEN TEMPLE LENDING INVESTOR LTD. CO.,,Philippines,List of Revoked Lending Companies (Partnership)
GOLDENEYE LENDING INVESTORS CO.,,Philippines,List of Revoked Lending Companies (Partnership)
GOLDLAND LENDING & CREDIT CO.,,Philippines,List of Revoked Lending Companies (Partnership)
GOLDLUCK LENDING INVESTORS CO.,,Philippines,List of Revoked Lending Companies (Partnership)
GOLDY LENDING & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
GOODWILL FUNDS INVESTORS CO.,,Philippines,List of Revoked Lending Companies (Partnership)
GOPAL LENDING & ENTS. CO.,,Philippines,List of Revoked Lending Companies (Partnership)
GREEN VIEW LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
GREWAL LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
GROUPE LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
GSJP & PARTNERS LENDING SERVICES CO. LTD.,,Philippines,List of Revoked Lending Companies (Partnership)
G-TEN TRADING & LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
GUJJERWALL LENDING & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
GURA LENDING & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
GURMAIL & NOEMI PARTNERSHIP CO.,,Philippines,List of Revoked Lending Companies (Partnership)
GURPASAD LENDING INVESTOR CO.,,Philippines,List of Revoked Lending Companies (Partnership)
GURTI LENDING INVESTOR & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
GURU ARJAN LENDING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
GURU GOVIND SINGH LENDING & TRADING CO.,,Philippines,List of Revoked Lending Companies (Partnership)
